Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Ivan Toney,ST,78,75,63,74,50,78
Darwin Quintero,CF,86,73,70,80,28,65
Aleix Vidal,RM,85,66,71,78,72,71
Renato Ibarra,RM,92,65,70,76,53,74
Yeimar Gómez Andrade,CB,54,32,40,44,76,85
Llorente,ST,31,76,61,67,33,69
Edwin Cardona,CAM,56,78,78,76,40,79
Ante Budimir,ST,67,75,46,69,35,77
Badou Ndiaye,CM,85,71,73,78,72,80
Luciano Acosta,CAM,81,67,71,80,46,61
Samuel Chukwueze,RM,87,72,66,81,36,57
Weston McKennie,CM,68,64,69,74,76,83
Phil Foden,CAM,74,64,74,79,55,55
Yordan Osorio,CB,56,31,44,52,74,83
Idrissa Doumbia,CDM,68,57,68,73,74,86
Theo Hernández,LB,92,57,65,73,70,76
Amine Harit,CAM,81,60,71,81,44,46
Donyell Malen,ST,91,73,64,79,29,72
Tammy Abraham,ST,74,74,57,69,31,68
Alexander Barboza,CB,54,55,58,63,73,84
Dalbert,LB,91,58,69,76,72,71
Kieran Tierney,LB,88,59,70,74,71,81
Yeimar Gómez Andrade,CB,54,32,40,44,76,85
Robin Gosens,LM,79,65,72,74,72,77
Franco Cervi,LM,92,65,68,84,50,51
Marvelous Nakamba,CDM,74,49,63,72,75,82
Timothy Castagne,LM,82,56,69,74,73,68
Luciano Acosta,CAM,81,67,71,80,46,61
Badou Ndiaye,CM,85,71,73,78,72,80
Enner Valencia,ST,87,75,67,74,39,74
Maxwel Cornet,RW,88,76,69,75,36,72
DeAndre Yedlin,RWB,92,51,65,75,71,70
Arthur Masuaku,LB,86,63,72,80,70,70
Ricardo Esgaio,RB,74,66,74,80,70,68
Jhon Córdoba,ST,82,75,61,73,44,83
Renato Ibarra,RM,92,65,70,76,53,74
Joel Campbell,ST,88,74,74,78,40,72
Aleix Vidal,RB,85,66,71,78,72,71
Juan Jesus,CB,74,33,52,60,76,78
Benito Raman,LM,91,72,66,79,26,56
Dedryck Boyata,CB,68,30,51,60,74,85
Dorlan Pabón,RW,85,77,73,76,38,82
Pontus Jansson,CB,64,42,53,62,76,79
Andre Gray,ST,86,75,62,73,30,72
Edwin Cardona,CAM,56,78,78,76,40,79
Darwin Quintero,CF,86,73,70,80,28,65
Timothée Kolodziejczak,CB,77,37,67,61,76,79
Lautaro Acosta,LW,92,70,67,80,45,63
Cheikhou Kouyaté,CDM,69,65,61,69,76,85
Patrick van Aanholt,LB,87,68,70,76,72,71
Miroslav Stoch,LM,84,77,73,80,37,55
Ryan Donk,CDM,60,64,68,70,74,85
Vieirinha,LB,77,77,75,81,70,64
Marouane Fellaini,CM,42,71,70,69,76,88
Jozy Altidore,ST,70,76,61,69,32,81
Souleymane Bamba,CB,51,28,44,56,76,79
Giovani dos Santos,CAM,84,73,73,79,33,51
Blerim Džemaili,CM,57,73,76,76,71,66
Bastian Schweinsteiger,CB,34,71,79,72,74,73
Solomon Kverkvelia,CB,72,38,53,42,78,56
Luca Waldschmidt,CF,76,78,69,74,29,60
François Kamano,LW,87,74,68,77,33,62
Hasan Ali Kaldırım,LB,74,56,68,71,74,72
Florin Andone,ST,75,75,63,74,51,78
Wallace,CB,65,28,44,50,77,72
Steven Zuber,CM,78,74,73,77,71,75
Arda Turan,LM,64,73,77,77,64,66
Davidson,LM,76,72,70,78,41,69
Waldemar Anton,CDM,64,46,58,67,77,77
Emmanuel Gigliotti,ST,59,78,60,69,45,77
Pedraza,LB,83,71,71,75,69,73
Ki Sung Yueng,CM,58,72,79,74,64,69
Camarasa,CM,63,73,74,75,69,73
Michael Lang,RB,68,69,68,66,76,78
Palhinha,CDM,40,51,65,68,76,80
Per Ciljan Skjelbred,CDM,58,46,71,76,71,72
Martin Terrier,LW,82,76,73,75,34,64
Ola Toivonen,ST,50,77,75,73,41,73
Jean-Kévin Augustin,ST,81,75,62,79,30,63
Youssef Aït Bennasser,CM,74,62,76,78,65,67
André Schürrle,LW,75,78,72,78,43,68
Ki Sung Yueng,CM,58,72,79,74,64,69
Jürgen Locadia,ST,73,75,71,73,36,73
Winston Reid,CB,52,52,48,50,77,73
Jermain Defoe,ST,67,82,60,76,26,56
Federico Higuaín,CAM,56,71,78,74,49,61
Constantin Budescu,CAM,54,74,75,76,48,60
Andrea Bertolacci,CM,68,69,75,77,70,67
Susaeta,RM,69,71,80,77,41,61
Ravel Morrison,CAM,78,69,75,78,50,57
Cédric,RB,77,66,70,75,73,70
Filip Benković,CB,64,46,56,57,75,82
Jean-Kévin Augustin,ST,81,75,62,79,30,63
Mathias Jørgensen,CB,66,40,59,56,75,80
Gabriel,CB,58,36,56,55,75,77
Embarba,RM,79,69,75,75,47,65
John Guidetti,ST,61,77,68,73,41,74
Camarasa,CM,63,73,74,75,69,73
Ignacio Pussetto,ST,80,74,62,77,25,65
Fabio Borini,LW,74,74,72,78,45,69
Ogenyi Onazi,CDM,80,66,71,76,75,72
Fernandinho,RW,80,69,72,77,51,67
Carlos Villanueva,CAM,61,71,76,78,50,50
Youssef En-Nesyri,ST,75,74,54,73,34,74
Gedson Fernandes,CM,79,70,73,76,71,77
Aleñá,CM,75,68,73,78,61,62
Santiago Ascacíbar,CDM,70,46,61,66,77,76
Víctor Guzmán,CM,75,71,73,75,69,70
Arda Turan,LM,64,73,77,77,64,66
Alexis Mac Allister,CAM,71,75,75,74,56,62
Federico Higuaín,RB,77,60,70,72,72,80
Filip Benković,CB,64,46,56,57,75,82
Rodrygo,LW,85,72,65,80,29,57
Kangin Lee,CAM,72,71,75,79,27,49
Jules Koundé,CB,70,31,48,63,78,69
Unai Núñez,CB,64,22,46,50,74,73
Teun Koopmeiners,CDM,68,67,74,71,74,76
Pablo Santos,CB,66,39,43,54,77,77
Alexis Mac Allister,CAM,71,75,75,74,56,62
Amadou Haidara,CM,73,70,74,76,65,69
Nikola Milenković,CB,64,44,62,61,75,81
Arne Maier,CM,67,57,72,75,68,70
Alan Franco,CB,65,34,50,57,76,77
Davidson,LM,76,72,70,78,41,69
Martin Terrier,LW,82,76,73,75,34,64
Xeka,CDM,62,58,71,74,70,75
Moise Kean,ST,81,72,50,77,30,68
Evan N'Dicka,CB,68,44,59,61,76,74
Arnaut Danjuma Groeneveld,LM,82,73,71,79,42,67
Edson Álvarez,CB,70,53,66,68,75,75
Malang Sarr,CB,70,51,68,66,76,76
Youssef En-Nesyri,ST,75,74,54,73,34,74
Ibrahim Sangaré,CDM,68,64,72,72,74,80
Fedor Chalov,ST,80,74,65,76,33,63
Denys Garmash,CAM,63,72,74,71,71,77
Gedson Fernandes,CM,79,70,73,76,71,77
Patrik Schick,ST,71,73,70,80,36,64
Zubeldia,CDM,60,66,76,72,71,68
Amath Ndiaye,LM,87,70,67,81,46,66
Riccardo Orsolini,CAM,78,69,73,80,39,60
Xaver Schlager,CM,78,68,71,76,65,74
Yu Kobayashi,ST,81,75,67,76,30,65
Aleñá,CM,75,68,73,78,61,62
Rodrigo Aliendro,CDM,78,72,69,77,72,78
Tyler Adams,CDM,76,48,67,73,73,75
Caio,LM,83,72,70,79,30,55
Gaku Shibasaki,CAM,68,68,75,76,68,64
Santiago Ascacíbar,CDM,70,46,61,66,77,76
Ludovic Blas,CM,78,69,75,78,62,64
Ademola Lookman,RM,82,74,68,83,28,61
Youssef Aït Bennasser,CM,74,62,76,78,65,67
Eduardo Henrique,CM,72,68,74,74,71,77
Edu Expósito,CM,56,68,70,74,65,55
Gianluca Mancini,CB,55,45,44,51,77,75
Toni Villa,LM,79,64,74,82,52,49
Waldemar Anton,CB,64,46,58,67,77,77
Palhinha,CDM,40,51,65,68,76,80
Víctor Guzmán,CM,75,71,73,75,69,70
Josip Brekalo,LW,82,65,69,81,36,52
Pedraza,LM,83,71,71,75,69,73
Rob Holding,CB,60,34,59,65,77,73
Frédéric Guilbert,RB,73,47,66,68,76,75
Rubén Duarte,LB,68,36,65,67,77,70
Jean-Kévin Augustin,ST,81,75,62,79,30,63
Rolando Mandragora,CM,58,63,73,75,74,73
İrfan Can Kahveci,CM,77,68,76,78,62,67
Duje Ćaleta-Car,CB,64,40,59,59,75,79
Florin Andone,ST,75,75,63,74,51,78
Bustinza,CB,62,35,62,63,76,72
Mehmet Zeki Çelik,RB,81,42,70,71,73,74
François Kamano,LW,87,74,68,77,33,62
Anthony Briançon,CB,60,48,60,56,75,79
Ángel Mena,RW,83,72,71,78,44,48
Otávio,CDM,66,51,64,71,77,75
Breel Embolo,ST,75,71,67,75,39,75
Manuel Locatelli,CDM,60,63,74,73,75,70
Andrija Živković,RM,75,69,74,82,57,51
Óscar Romero,RM,77,73,75,78,35,61
Luca Waldschmidt,CF,76,78,69,74,29,60
Embarba,RM,79,69,75,75,47,65
Samuel Gigot,CB,65,29,61,59,76,79
Camarasa,CM,63,73,74,75,69,73
José Izquierdo,LW,86,69,67,80,38,53
Théo Bongonda,LM,82,68,70,82,26,55
Sequeira,LB,70,59,68,70,74,75
Rúben Semedo,CB,68,52,54,64,74,77
Gonçalo Paciência,ST,64,76,54,77,33,77
Wallace,CB,65,28,44,50,77,72
Silvan Widmer,RB,80,64,73,76,72,78
Deniz Türüç,RM,75,69,78,76,56,69
Martín Benítez,CAM,77,71,70,78,49,59
Federico Mancuello,CAM,75,72,77,74,62,71
Mateus Uribe,CM,75,72,72,74,68,79
Federico Di Francesco,LW,81,67,73,81,40,61
Óscar Duarte,CB,65,47,54,56,77,75
Jorrit Hendrix,CDM,68,59,67,71,73,77
Ludwig Augustinsson,LB,76,59,75,74,71,72
Dominik Kohr,CDM,68,58,63,71,75,79
Rani Khedira,CB,56,43,61,62,76,77
Pere Pons,CM,66,61,72,74,69,73
Luiz Phellype,ST,54,78,59,70,30,81
Karol Linetty,CM,69,63,71,75,72,70
Fernandinho,CAM,80,69,72,77,51,67
Callum McGregor,CDM,78,69,73,79,69,76
Björn Engels,CB,60,44,61,57,75,76
Paulo Oliveira,CB,63,35,50,61,76,75
Albert Rusnák,CAM,72,75,75,75,45,60
Alexander Szymanowski,LM,81,72,72,77,40,58
Garry Rodrigues,LM,83,72,71,76,43,69
Eugenio Mena,LB,78,48,69,73,73,73
Dimitrios Siovas,CB,32,44,56,61,74,82
Guilherme,CDM,67,64,72,69,72,78
Adrien Thomasson,CM,73,70,75,76,64,63
Giancarlo González,CB,65,45,49,60,78,74
Paulinho,CAM,70,70,73,77,31,46
Yunis Abdelhamid,CB,36,29,55,64,76,78
Denys Garmash,CM,63,72,74,71,71,77
Dominique Heintz,CB,59,36,60,60,74,79
Isaac Hayden,CDM,58,55,64,68,74,76
Marko Livaja,ST,74,73,60,75,32,77
Stefano Denswil,CB,46,57,66,65,76,74
Dwight Gayle,ST,81,77,58,73,28,61
Alberto Moreno,LB,85,65,68,77,70,70
Naïm Sliti,LM,75,69,73,80,34,69
Charlie Taylor,LB,71,54,71,74,75,76
Toño García,LB,84,64,74,76,71,68
Raúl Ruidíaz,ST,80,77,64,76,32,61
Jürgen Locadia,ST,73,75,71,73,36,73
Jan Bořil,LB,78,60,69,73,74,82
Anthony Knockaert,RW,73,70,72,82,49,65
Renato Steffen,RW,85,72,73,79,41,65
Albert Rusnák,CDM,64,55,72,70,75,77
Ogenyi Onazi,CDM,80,66,71,76,75,72
Felix Klaus,RW,81,71,70,77,37,69
Federico Fernández,CB,48,28,50,51,77,74
Robbie Brady,LM,72,72,76,76,66,63
Vladimír Darida,CM,65,71,74,76,66,60
Ravel Morrison,CAM,78,69,75,78,50,57
Cédric,RB,77,66,70,75,73,70
Emmanuel Gigliotti,ST,59,78,60,69,45,77
Alhassan Wakaso,CDM,67,49,60,66,77,83
Christopher Schindler,CB,63,32,57,56,77,75
Adam Maher,CM,70,68,77,77,61,55
Nicolai Jørgensen,ST,71,76,70,73,39,76
Dennis Praet,CM,69,70,77,78,61,64
John Guidetti,ST,61,77,68,73,41,74
Oriol Romeu,CDM,45,39,63,63,77,77
Roberto Inglese,ST,58,75,49,69,27,70
Jordy Clasie,CM,63,64,77,75,67,69
João Pedro,CF,72,75,72,74,40,67
Saphir Taïder,CM,70,73,74,75,66,77
Manolo Gabbiadini,ST,66,79,71,75,26,64
Raúl Navas,CB,37,45,58,48,77,65
Celso Ortíz,CDM,67,57,66,73,74,77
Marco Höger,CDM,51,69,72,71,74,79
Mexer,CB,60,48,58,64,75,77
Teófilo Gutiérrez,ST,57,75,72,77,28,72
Giovanni Moreno,CAM,73,74,69,77,53,76
Jackson Martínez,ST,67,74,62,71,39,76
Danny Ings,ST,75,74,64,76,32,66
Aaron Mooy,CM,59,69,77,73,69,74
Montoya,RB,77,61,71,72,73,69
Portillo,RM,61,72,77,77,55,63
Nick Viergever,CB,70,55,65,67,75,77
André Schürrle,LW,75,78,72,78,43,68
Romain Hamouma,RM,67,73,76,78,42,63
Mato Jajalo,CM,66,66,74,78,73,79
Júnior Caiçara,RB,80,56,74,75,72,65
Néstor Araújo,CB,68,41,55,59,76,77
Diego Reyes,CB,62,46,61,69,77,67
Yūya Ōsako,CF,75,72,65,78,44,67
Adam Smith,RB,71,60,71,74,75,69
Kévin Théophile-Catherine,CB,69,50,68,65,74,78
Isaac Brizuela,RM,89,67,69,80,45,71
Sebastián Blanco,LM,76,74,73,77,33,70
Eliaquim Mangala,CB,61,42,53,51,74,79
Tony Jantschke,CB,58,41,64,66,77,74
Rubén Pérez,CDM,40,56,69,66,73,74
Steven Zuber,CM,78,74,73,77,71,75
Héldon,RM,85,71,70,78,29,58
Aaron Cresswell,LB,71,59,73,75,74,67
Iturraspe,CM,44,63,72,67,76,69
Miguel Lopes,RB,77,50,68,71,74,78
Marcel Schmelzer,LB,74,48,67,66,76,76
Carlos Villanueva,CAM,61,71,76,78,50,50
Diogo Viana,RB,84,65,73,78,71,65
Rochina,CM,69,76,77,80,54,69
Omar El Kaddouri,CAM,74,71,76,76,57,71
Kiko Olivas,CB,52,52,59,60,76,78
Ivan Radovanović,CDM,55,59,72,68,73,77
Theodor Gebre Selassie,RB,73,51,70,75,75,72
Elías Hernández,RM,75,72,75,78,47,60
Fabio Borini,LW,74,74,72,78,45,69
Ádám Szalai,ST,40,76,61,70,40,77
Nicolás Sánchez,CB,46,46,59,60,74,82
Michael Lang,RB,68,69,68,66,76,78
Kyriakos Papadopoulos,CB,52,40,47,46,76,78
Facundo Roncaglia,CB,61,53,68,64,77,71
Maxi Moralez,CAM,73,71,74,77,52,50
Simon Terodde,ST,56,78,55,67,38,77
Eric Maxim Choupo-Moting,ST,76,71,68,77,37,71
Mathias Jørgensen,CB,66,40,59,56,75,80
Marc Albrighton,RM,70,68,75,76,59,69
Kiko Femenía,RB,75,58,71,78,73,68
Dale Stephens,CM,57,64,74,70,71,78
Albin Ekdal,CM,49,65,75,73,71,73
Bořek Dočkal,CAM,65,74,79,75,49,59
Craig Cathcart,CB,40,37,57,55,77,73
Ki Sung Yueng,CM,58,72,79,74,64,69
Pablo Hernández,RM,70,73,76,78,46,60
Thomas Mangani,CM,55,69,76,71,71,73
Diego Biseswar,CAM,73,70,76,78,33,60
Jonathan De Guzmán,CM,66,73,79,78,54,67
Fabian Johnson,LM,76,66,73,75,68,66
Fabian Lustenberger,CB,58,37,60,65,78,70
Mossoró,CAM,70,72,75,78,45,60
Ola Toivonen,ST,50,77,75,73,41,73
André Ayew,RM,73,72,72,78,56,75
Dmytro Chygrynskyi,CB,50,39,59,46,76,75
Winston Reid,CB,52,52,48,50,77,73
Adrián,ST,66,76,68,80,27,62
David Zurutuza,CM,56,70,74,75,68,65
Jonatan Maidana,CB,45,37,63,52,75,80
James McArthur,CM,60,65,72,73,71,75
Jay Rodriguez,ST,72,74,68,72,41,68
Jack Cork,CM,47,62,73,71,76,80
Salvatore Bocchetti,CB,66,51,55,62,76,79
Federico Higuaín,CAM,56,71,78,74,49,61
Alessandro Diamanti,CAM,64,70,78,78,33,60
Stéphane Sessègnon,CAM,74,71,75,79,60,72
Karim El Ahmadi,CDM,62,62,71,73,71,77
Adrian Mierzejewski,CAM,73,74,73,76,45,73
Léo Matos,RB,84,69,71,75,72,76
Aaron Hunt,CAM,65,73,75,76,44,63
Markel Bergara,CDM,42,64,72,65,73,72
Robert Snodgrass,RM,61,74,77,77,47,71
Michael Bradley,CDM,58,62,75,72,69,76
Rodrigo Palacio,ST,74,71,72,82,46,65
Per Ciljan Skjelbred,CDM,58,46,71,76,71,72
José Sand,ST,46,79,61,66,36,74
Mark Noble,CM,41,67,76,73,72,70
Mario Gómez,ST,58,75,59,67,35,75
Diego Castro,CAM,63,72,72,80,44,58
Soldado,ST,57,77,71,72,43,68
Oscar Wendt,LB,70,62,74,74,74,70
Arda Turan,LM,64,73,77,77,64,66
Jesús Dátolo,CM,61,76,80,77,51,60
Ragnar Klavan,CB,41,48,63,61,77,67
Leonardo Ponzio,CDM,44,59,70,68,77,72
Jimmy Briand,ST,66,76,73,72,46,71
Atiba Hutchinson,CDM,65,64,73,71,75,75
Hasan Ali Kaldırım,LB,74,56,68,71,74,72
Daniel James,LM,95,67,69,77,28,60
Dodi Lukébakio,ST,86,74,66,78,28,62
Anthony Jackson-Hamel,ST,87,76,54,70,33,80
Saleh Al Shehri,ST,75,76,57,73,31,82
Gonzalo Montiel,RB,84,49,64,69,72,80
Lucas Martínez Quarta,CB,72,53,66,68,73,74
David Barbona,RM,83,65,74,72,38,66
Julio Buffarini,RB,87,62,66,73,69,81
Héctor Villalba,RM,92,74,64,79,45,63
Bruno Bianchi,CB,57,35,55,60,76,75
Emmanuel Mas,LB,78,61,67,72,71,80
Augusto Solari,RM,90,63,72,75,56,75
Guillermo Fernández,CAM,72,70,74,75,65,70
Luciano Aued,CM,57,68,73,72,67,77
Bruno Zuculini,CDM,66,58,69,72,70,77
Nicolás Blandi,ST,61,76,59,70,38,67
José Pedro Fuenzalida,RW,90,63,71,79,64,64
Matías Fernández,CM,70,69,77,78,58,62
Diego Buonanotte,CAM,84,67,72,78,30,39
Nicolás Domingo,CDM,51,61,67,69,74,71
Óscar Cardozo,ST,30,79,67,67,28,70
Gastón Giménez,CM,62,62,75,76,66,81
Andrés Felipe Roa,CAM,81,64,75,79,54,61
Leandro Fernández,ST,81,75,65,73,36,72
Phil Jagielka,CB,46,44,57,54,77,65
Daniel James,CM,76,72,69,77,70,82
Sebastien Dewaest,CB,51,41,46,40,75,81
Emmanuel Dennis,RW,92,71,62,79,39,67
Krépin Diatta,LW,93,67,66,78,47,63
Junya Ito,RW,90,66,69,75,59,71
Takumi Minamino,CAM,89,72,67,79,41,65
Valentino Lazaro,RB,84,70,76,80,69,67
Marcelo Saracchi,LB,77,65,72,74,72,72
Adrien Tameze,CM,68,59,66,74,73,73
Michael Krmenčík,ST,76,72,58,70,27,76
Marko Pjaca,LW,77,67,74,83,41,67
Andrea Ranocchia,CB,32,32,57,59,78,70
Marcão,CB,59,32,51,56,75,74
Percy Tau,RW,79,73,69,79,36,44
Yuto Nagatomo,LB,81,49,66,70,72,65
Omar Elabdellaoui,RB,83,55,71,76,69,73
Germán Conti,CB,66,38,53,49,76,74
Jacob Bruun Larsen,LM,85,70,68,75,57,73
Youssouf Koné,LB,84,47,64,74,71,72
Thiago Maia,CDM,69,57,68,70,73,74
Ryan Sessegnon,LM,87,67,68,75,64,62
Jimmy Durmaz,CAM,70,70,75,77,34,60
Marcelo Saracchi,LB,77,65,72,74,72,72
Panagiotis Retsos,CB,68,35,59,57,75,71
Takumi Minamino,RM,89,72,67,79,41,65
Renato Sanches,RM,86,68,68,75,58,75
Federico Ricca,LB,71,42,60,63,74,72
Manu Vallejo,ST,77,76,68,76,40,62
Mason Mount,CAM,71,68,74,76,46,53
Arijan Ademi,CDM,61,60,64,66,73,80
Adel Taarabt,CAM,67,68,71,82,37,61
Danilo D'Ambrosio,RB,68,55,65,71,78,70
Jhon Lucumi,CB,70,28,54,60,74,76
André Ramalho,CB,47,60,66,66,75,74
Ferrán Torres,RM,78,69,69,76,32,57
Nicolae Stanciu,CAM,69,72,75,78,34,62
Hillal Soudani,ST,72,75,69,75,43,67
Mats Rits,CM,67,63,73,70,71,74
Cristiano Biraghi,LB,76,55,68,71,74,70
Clinton Mata,RB,84,61,69,76,71,78
Sergiy Kryvtsov,CB,65,44,51,51,75,79
Zakaria Labyad,CAM,73,74,74,78,36,57
Éder,ST,76,73,59,68,41,79
Siebe Schrijvers,CF,74,75,72,77,48,70
Marcos Antonio,CM,83,61,75,78,52,65
Bukayo Saka,LB,88,69,75,77,50,70
Mateusz Wdowiak,RM,93,75,75,77,50,70
Patrik Karlsson Lagemyr,CAM,89,70,76,81,42,54
Teit Jacobsen,ST,87,76,63,80,46,71
Luiz Araújo,LM,89,63,68,79,38,67
René Lange,LB,80,59,79,76,75,79
Pedro Chirivella,CDM,74,55,77,78,72,78
Omar Richards,LWB,91,55,70,75,74,69
Davy Frick,CB,70,62,70,71,76,81
Adebayo Akinfenwa,ST,60,80,61,70,38,99
Mohammed Al Sahlawi,ST,68,79,71,74,31,77
Kemal Ademi,ST,70,76,54,70,39,91
Dario Tadić,ST,87,80,68,79,38,83
Mikael Uhre,ST,93,77,58,76,43,83
Numa Lavanchy,RWB,90,70,72,77,71,75
Mike Wunderlich,CAM,76,79,77,78,42,70
Rasmus Lauritsen,CB,75,44,65,63,77,84
Graham Burke,LF,71,78,73,77,35,67
Lukas Görtler,CM,80,70,71,75,50,84
Kyle Vassell,ST,87,75,57,73,43,78
Matt Godden,ST,74,75,52,73,36,75
Tyrese Campbell,RM,88,75,65,73,44,78
Keshi Anderson,CM,92,80,73,79,29,64
Pascal Schürpf,LWB,80,77,73,69,67,81
Josh Maja,ST,85,77,62,71,37,65
Josh Dasilva,CM,81,67,74,79,67,79
Christian Doidge,ST,74,75,59,72,39,82
Maicol Balanta,RM,83,71,71,75,49,76
Yang Xu,ST,61,74,60,69,40,81
Darius Olaru,CM,79,69,74,80,44,67
Abdoulaye Sané,ST,79,76,69,75,34,64
Erik Expósito,ST,72,75,57,72,37,68
Mustapha Bundu,RW,91,75,70,74,50,78
Alan Czerwiński,RB,83,54,72,73,72,75
Juan Camilo Hernández,ST,86,75,62,71,38,71
Abdoulay Diaby,RW,93,71,67,75,38,63
Yannick Bolasie,LW,81,69,69,79,34,75
Valon Berisha,LM,79,70,71,77,57,77
Juan Camilo Hernández,ST,86,75,62,71,38,71
Rubens Sambueza,CM,65,71,78,76,47,77
Fabián Castillo,LM,91,70,64,81,44,66
Nacer Chadli,LW,71,73,74,76,47,75
Gastón Giménez,CM,62,62,75,76,66,81
Héctor Villalba,RM,92,74,64,79,45,63
Keisuke Honda,CAM,71,71,75,76,50,61
Roger Assalé,ST,91,73,68,81,29,51
Christian Kouamé,ST,84,71,61,75,40,70
Lukas Podolski,RW,70,79,74,75,46,77
Guilherme,RM,91,66,69,77,51,65
Gen Shoji,CB,80,41,53,57,75,77
Valentino Lazaro,RWB,84,70,76,80,69,67
Valon Berisha,LM,79,70,71,77,57,77
Matías Fernández,CM,70,69,77,78,58,62
Joshua Brenet,LB,87,36,62,72,71,69
Nicky Maynard,ST,78,76,70,74,37,74
Majeed Waris,RM,92,72,65,77,39,67
Takumi Minamino,RM,89,72,67,79,41,65
Rafael Leão,ST,87,72,64,75,27,71
Luis Díaz,LM,92,68,65,77,32,67
Emmanuel Dennis,RW,92,71,62,79,39,67
Krépin Diatta,LW,93,67,66,78,47,63
Juan Camilo Hernández,ST,86,75,62,71,38,71
Christian Kouamé,ST,84,71,61,75,40,70
Junya Ito,RW,90,66,69,75,59,71
Gen Shoji,CB,80,41,53,57,75,77
Landry Dimata,ST,82,73,63,71,32,79
Dodi Lukébakio,ST,86,74,66,78,28,62
Renato Sanches,CM,76,72,69,77,70,82
Falaye Sacko,RB,92,36,59,72,68,74
João Novais,CM,66,76,76,77,49,67
Marcus Thuram,LM,83,73,67,76,47,75
Gastón Giménez,CM,62,62,75,76,66,81
Takumi Minamino,CAM,89,72,67,79,41,65
Marcus Coco,RM,87,69,69,77,41,59
Kaku,CAM,82,66,72,77,48,62
Roger Assalé,ST,91,73,68,81,29,51
Kalvin Phillips,CDM,67,66,69,69,72,83
Jonathan Rodríguez,ST,85,74,62,73,37,76
Yoann Court,RM,69,69,76,75,40,81
Lucas Olaza,LB,79,71,72,73,71,70
Andrés Felipe Roa,CAM,81,64,75,79,54,61
Moses Simon,LM,92,70,64,80,36,63
Robert Skov,RW,82,77,73,75,46,72
Julio Buffarini,RB,87,62,66,73,69,81
Héctor Villalba,RM,92,74,64,79,45,63
Luis Quiñones,LM,91,70,67,77,33,62
Johan Mojica,LWB,90,65,72,74,69,72
Éder Balanta,CDM,71,40,60,66,74,85
Ben Pearson,CDM,70,50,63,71,72,85
Hernâni,RM,92,68,68,80,29,56
Avilés Hurtado,ST,91,73,68,78,47,70
Kevin Akpoguma,CB,73,48,54,60,76,71
Moussa Konaté,ST,83,71,55,73,23,66
Valentino Lazaro,RB,84,70,76,80,69,67
Ridgeciano Haps,LB,89,53,66,75,69,71
Júnior Fernandes,LM,78,74,69,76,35,75
Joshua Brenet,LWB,87,36,62,72,71,69
Lucas Andersen,CAM,81,68,70,77,33,58
Alfredo Donnarumma,ST,84,76,59,73,36,62
Fabián Castillo,LM,91,70,64,81,44,66
Abdoulay Diaby,RW,93,71,67,75,38,63
Rasmus Falk,CM,84,64,71,80,58,72
Nacer Chadli,LW,71,73,74,76,47,75
Aaron Long,CB,75,40,56,63,73,81
Caio,ST,82,75,66,77,29,66
Ximo Navarro,CB,75,47,66,68,74,77
José Pedro Fuenzalida,RW,90,63,71,79,64,64
James Tavernier,RB,86,67,73,76,68,79
Valon Berisha,LM,79,70,71,77,57,77
Lago Júnior,LM,88,71,63,75,34,73
Yannick Bolasie,LW,81,69,69,79,34,75
Francesco Caputo,ST,84,76,58,72,29,67
Mubarak Wakaso,CM,83,66,72,76,71,76
Matt Phillips,RM,82,70,71,75,43,70
Sebastien Dewaest,CB,51,41,46,40,75,81
Matías Fernández,CM,70,69,77,78,58,62
Diego Buonanotte,CAM,84,67,72,78,30,39
Lorenzo De Silvestri,RM,71,68,73,73,76,75
Faris Haroun,CDM,55,68,65,68,74,82
Rubens Sambueza,RM,65,71,78,76,47,77
Lukas Podolski,CAM,70,79,74,75,46,77
Jonatan Soriano,ST,58,78,73,77,32,66
Jesé,LW,80,71,72,78,25,62
Percy Tau,RW,79,73,69,79,36,44
Omar Elabdellaoui,RB,83,55,71,76,69,73
Caner Erkin,LB,79,73,75,79,69,74
Mohammed Salisu,CB,70,36,52,56,77,82
Guilherme,RM,91,66,69,77,51,65
Darlington Nagbe,CM,80,64,70,81,63,70
Marco Fabián,CAM,63,75,75,78,34,63
Luis Milla,CDM,71,60,72,73,69,72
Seko Fofana,CM,72,67,69,76,68,75
Fin Bartels,RM,73,70,73,79,44,48
Gökhan Gönül,RB,77,63,72,76,73,70
Filip Novák,LB,79,65,69,73,73,75
Ferrán Torres,RM,78,69,69,76,32,57
Sandro,ST,68,76,65,78,30,64
Alfa Semedo,CDM,67,60,64,68,73,83
Benjamin Henrichs,RB,76,53,70,77,72,68
Carlos Fernández,ST,67,76,58,75,27,69
Bernardo Espinosa,CB,45,44,59,51,73,76
Harry Wilson,RM,79,76,72,74,40,49
Franco Jara,ST,77,75,67,74,30,67
Percy Tau,RW,79,73,69,79,36,44
Leandro González Pirez,CB,72,48,62,66,73,78
Martin Harnik,ST,72,74,68,72,46,76
Kenedy,LM,76,67,71,78,57,61
Jetro Willems,LWB,74,62,76,76,71,76
William Vainqueur,CDM,65,57,67,71,72,81
Wesley Hoedt,CB,54,46,59,57,75,74
Joris Gnagnon,CB,62,33,46,59,73,78
Konstantinos Mitroglou,ST,53,76,65,65,20,78
Godfred Donsah,CM,74,63,74,78,69,77
